Horodateur;Etes-vous :;Quel âge avez-vous ? (Juste mettre le nombre);De quelle province venez-vous ?;Habitez-vous :;Quel est votre code postal ?;En moyenne, combien de kilomètres effectuez-vous en voiture sur une année ?  [Avant la Covid-19];En moyenne, combien de kilomètres effectuez-vous en voiture sur une année ?  [Après la Covid-19];Depuis la Covid-19, vos déplacements en voiture;Quel est votre plus haut niveau d'étude ?;Vous êtes :;Travaillez-vous dans le secteur de l'énergie et/ou dans le domaine de l'environnement ?;Comment décririez-vous le revenu actuel de votre ménage ?;Avez-vous déjà rencontré un des problèmes suivants : [Inondation];Avez-vous déjà rencontré un des problèmes suivants : [Incendie];Avez-vous déjà rencontré un des problèmes suivants : [Pollution];Avant de participer à cette enquête, aviez-vous déjà entendu parler de l'utilisation de l'hydrogène dans le contexte de la production d'énergie ?;Evaluez votre connaissance à ce propos;Que pensez-vous de l'utilisation de l'hydrogène comme solution possible aux défis énergétiques et environnementaux ?;Avez-vous déjà pensé à acheter une voiture à hydrogène ? ;Comparées aux voitures à hydrogène, je pense que [Les voitures conventionnelles sont];Comparées aux voitures à hydrogène, je pense que [Les voitures hybrides sont];Comparées aux voitures à hydrogène, je pense que [Les voitures électriques sont];Comparées aux voitures à hydrogène, je pense que [Les voitures au gaz naturel comprimé (GNC) ou au gaz naturel liquéfié (GNL) sont]; [Etre mieux informé.e sur ce sujet]; [Pouvoir contribuer à l'élaboration des lois associées]; [Prix d'achat de la voiture à hydrogène]; [Prix de l'hydrogène]; [Prix des autres carburants]; [Sécurité de l'hydrogène]; [La présence de stations à hydrogène]; [Autonomie]; [Diminution des importations de combustibles]; [Réduction des émissions de gaz à effet de serre à l'origine du changement climatique]; [Réduction de la pollution atmosphérique locale dans les zones urbaines]; [Création d'opportunités pour les industries belges afin d'accroître leur capacité à fournir des technologies innovantes];"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [tout est égal (prix, confort, maintenance,..) aux autres sortes de voiture]";"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [des subsides sont fournis à l'achat]";"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [les voitures à diesel sont bannies des villes]";"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [les voitures à essence sont bannies des villes]";Si une limitation de kilomètres par an pouvant être réalisés par des voitures polluantes (diesel/essence) existait, à quelle limitation passeriez-vous à une voiture plus propre ? 
3/1/2022 9:26:53;Homme;40;Brabant Wallon;A la campagne;1450;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Employé;Oui;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;5;3;Non;Une solution égale;Une solution égale;Une solution égale;Une solution égale;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;5 000 km
3/1/2022 9:50:09;Femme;25;Liège;En centre ville;4000;Entre 15 000 et 20 000;Moins de 10 000;Ont diminué;Master;Employé;Non;Je me débrouille avec mon revenu actuel;Non;Non;Oui;Oui;2;4;Non;Une meilleure solution;Une meilleure solution;Une solution égale;Une moins bonne solution;Très important;Fort important;Très important;Très important;Très important;Fort important;Très important;Très important;Très important;Très important;Très important;Très important;Un peu intéressé.e;Un peu intéressé.e;Fortement intéressé.e;Fortement intéressé.e;20 000 km
3/1/2022 10:46:46;Homme;21;Namur;A la campagne;5351;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Secondaire;Etudiant;Non;Je vis confortablement avec mon revenu actuel;Oui;Non;Non;Oui;2;3;Non;Une moins bonne solution;Une solution égale;Une solution égale;Une solution égale;Fort important;Fort important;Moyennement important;Fort important;Fort important;Fort important;Fort important;Fort important;Très important;Très important;Très important;Moyennement important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Pas du tout intéressé.e;10 000 km
3/1/2022 12:34:47;Femme;21;Liège;A la campagne;4990;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Etudiant;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;1;3;Non;Une solution égale;Une solution égale;Une moins bonne solution;Une moins bonne solution;Très important;Peu important;Fort important;Fort important;Fort important;Très important;Très important;Très important;Fort important;Très important;Très important;Moyennement important;Fortement intéressé.e;Moyennement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;10 000 km
3/2/2022 14:44:40;Homme;26;Région de Bruxelles-Capitale;En centre ville;1210;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Employé;Oui;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;3;3;Non;Une moins bonne solution;Une meilleure solution;Une meilleure solution;Une meilleure solution;Fort important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Fort important;Fort important;Fort important;Fort important;Très important;Fort important;Peu important;Moyennement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;5 000 km
3/2/2022 22:42:56;Homme;23;Brabant Wallon;A la campagne;1370;Moins de 10 000;Moins de 10 000;Ont diminué;Bachelier;Etudiant;Oui;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;2;5;Non;Une moins bonne solution;Une solution égale;Une solution égale;Une solution égale;Fort important;Pas du tout important;Fort important;Fort important;Peu important;Fort important;Très important;Moyennement important;Très important;Très important;Très important;Fort important;Moyennement intéressé.e;Fortement intéressé.e;Peu intéressé.e;Peu intéressé.e;1 000 km
3/3/2022 6:57:53;Homme;48;Hainaut;En périphérie;7022;Plus de 20 000;Plus de 20 000;sont restés stables;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;5;Non;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Une solution égale;Fort important;Pas du tout important;Très important;Fort important;Fort important;Très important;Très important;Très important;Fort important;Moyennement important;Moyennement important;Pas du tout important;Fortement intéressé.e;Peu intéressé.e;Fortement intéressé.e;Peu intéressé.e;10 000 km
3/3/2022 14:07:23;Femme;24;Liège;En centre ville;4000;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;1;4;Non;Une moins bonne solution;Une meilleure solution;Une moins bonne solution;Une solution égale;Très important;Peu important;Fort important;Fort important;Fort important;Très important;Fort important;Fort important;Moyennement important;Très important;Très important;Très important;Un peu intéressé.e;Un peu intéressé.e;Fortement intéressé.e;Fortement intéressé.e;10 000 km
3/6/2022 18:26:54;Homme;59;Liège;A la campagne;4550;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Secondaire;Employé;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;4;5;Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19);Une moins bonne solution;Une solution égale;Une solution égale;Une solution égale;Très important;Très important;Fort important;Moyennement important;Très important;Moyennement important;Très important;Moyennement important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Un peu intéressé.e;Fortement intéressé.e;Un peu intéressé.e;5 000 km
3/6/2022 23:28:03;Homme;43;Région de Bruxelles-Capitale;En centre ville;1000;Plus de 20 000;Plus de 20 000;sont restés stables;Master;Employé;Oui;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;5;1;Non;Une moins bonne solution;Une moins bonne solution;Une meilleure solution;Une moins bonne solution;Fort important;Pas du tout important;Fort important;Fort important;Très important;Fort important;Très important;Fort important;Peu important;Fort important;Fort important;Fort important;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;1 000 km
3/7/2022 10:41:34;Homme;25;Brabant Wallon;En périphérie;1420;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Employé;Oui;Je me débrouille avec mon revenu actuel;Oui;Non;Non;Oui;4;3;Non;Une solution égale;Une meilleure solution;Une solution égale;Une moins bonne solution;Fort important;Fort important;Moyennement important;Très important;Fort important;Très important;Très important;Très important;Fort important;Très important;Fort important;Très important;Moyennement intéressé.e;Un peu intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;10 000 km
3/7/2022 14:03:39;Femme;57;Liège;A la campagne;4550;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Retraité;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Non;1;4;Non;Une moins bonne solution;Une solution égale;Une solution égale;Une solution égale;Très important;Peu important;Très important;Très important;Très important;Très important;Très important;Très important;Fort important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Moyennement intéressé.e;Fortement intéressé.e;20 000 km
3/7/2022 17:10:48;Homme;31;Région de Bruxelles-Capitale;En centre ville;1050;Moins de 10 000;Moins de 10 000;sont restés stables;Doctorat;Employé;Oui;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;5;3;Non;Une solution égale;Une moins bonne solution;Une meilleure solution;Une solution égale;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout important;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;1 000 km
3/9/2022 9:25:07;Homme;23;Namur;A la campagne;5031;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Etudiant;Non;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;5;4;Non;Une moins bonne solution;Une solution égale;Une moins bonne solution;Une moins bonne solution;Fort important;Peu important;Très important;Très important;Fort important;Très important;Fort important;Très important;Fort important;Fort important;Fort important;Fort important;Fortement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;10 000 km
3/10/2022 15:38:17;Homme;24;Luxembourg;A la campagne;6700;Entre 15 000 et 20 000;Entre 15 000 et 20 000;Ont diminué;Master;Etudiant;Oui;Je vis confortablement avec mon revenu actuel;Non;Oui;Non;Oui;4;4;Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19);Une moins bonne solution;Une solution égale;Une solution égale;Une moins bonne solution;Très important;Fort important;Fort important;Fort important;Moyennement important;Très important;Très important;Très important;Fort important;Fort important;Fort important;Fort important;Fortement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;10 000 km
3/11/2022 10:07:50;Homme;26;Hainaut;A la campagne;5630;Entre 15 000 et 20 000;Entre 15 000 et 20 000;sont restés stables;Master;Indépendant;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;4;5;Non;Une solution égale;Une meilleure solution;Une solution égale;Une meilleure solution;Peu important;Peu important;Peu important;Peu important;Peu important;Peu important;Peu important;Peu important;Peu important;Fort important;Peu important;Moyennement important;Moyennement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;20 000 km
3/11/2022 12:36:38;Homme;25;Région de Bruxelles-Capitale;En centre ville;1000;Moins de 10 000;Moins de 10 000;Ont diminué;Master;Employé;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;4;4;Non;Une moins bonne solution;Une moins bonne solution;Une solution égale;Une solution égale;Fort important;Peu important;Fort important;Fort important;Peu important;Très important;Très important;Fort important;Très important;Fort important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;5 000 km
3/11/2022 18:26:40;Femme;22;Liège;En périphérie;4500;Entre 15 000 et 20 000;Entre 15 000 et 20 000;sont restés stables;Master;Employé;Oui;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;3;4;Non;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Fort important;Peu important;Fort important;Fort important;Fort important;Fort important;Fort important;Moyennement important;Fort important;Fort important;Fort important;Fort important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;10 000 km
3/17/2022 16:53:20;Femme;31;Liège;A la campagne;4831;Entre 10 000 et 15 000;Moins de 10 000;sont restés stables;Doctorat;Employé;Non;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;2;4;Non;Une moins bonne solution;Une solution égale;Une moins bonne solution;Une meilleure solution;Très important;Peu important;Fort important;Fort important;Peu important;Moyennement important;Très important;Très important;Fort important;Fort important;Très important;Moyennement important;Fortement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Moyennement intéressé.e;2 500 km
3/21/2022 10:41:19;Homme;26;Brabant Wallon;En périphérie;1330;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Master;Etudiant;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;5;2;Non;Une meilleure solution;Une solution égale;Une solution égale;Une meilleure solution;Peu important;Peu important;Fort important;Fort important;Moyennement important;Très important;Très important;Très important;Fort important;Très important;Très important;Fort important;Pas du tout intéressé.e;Pas du tout intéressé.e;Peu intéressé.e;Peu intéressé.e;10 000 km
4/6/2022 10:17:04;Femme;51;Brabant Wallon;A la campagne;1300;Entre 10 000 et 15 000;Moins de 10 000;Ont diminué;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;4;Non;Une moins bonne solution;Une moins bonne solution;Une solution égale;Une moins bonne solution;Fort important;Peu important;Très important;Très important;Fort important;Très important;Très important;Moyennement important;Fort important;Très important;Fort important;Fort important;Fortement intéressé.e;Un peu intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;5 000 km
4/6/2022 10:51:31;Femme;22;Luxembourg;A la campagne;6769;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Etudiant;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;2;Non;Une moins bonne solution;Une solution égale;Une solution égale;Une solution égale;Fort important;Pas du tout important;Moyennement important;Très important;Très important;Moyennement important;Fort important;Fort important;Fort important;Très important;Très important;Peu important;Un peu intéressé.e;Moyennement intéressé.e;Un peu intéressé.e;Peu intéressé.e;10 000 km
4/6/2022 11:11:29;Homme;57;Luxembourg;A la campagne;6769;Plus de 20 000;Plus de 20 000;sont restés stables;Master;Indépendant;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;4;Oui, je le voulais avant la Covid-19 et je le désire encore plus;Une moins bonne solution;Une moins bonne solution;Une solution égale;Une moins bonne solution;Fort important;Fort important;Fort important;Fort important;Pas du tout important;Fort important;Très important;Moyennement important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;1 000 km
4/6/2022 11:19:58;Femme;36;Namur;En centre ville;1340;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Etudiant;Oui;Je vis confortablement avec mon revenu actuel;Non;Non;Oui;Oui;3;2;Non;Une moins bonne solution;Une solution égale;Une solution égale;Une solution égale;Très important;Très important;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Moyennement important;Très important;Très important;Fort important;Peu intéressé.e;Peu intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;1 000 km
4/6/2022 17:25:50;Homme;53;Namur;A la campagne;5020;Entre 15 000 et 20 000;Plus de 20 000;Ont augmenté;Master;Indépendant;Non;Il est difficile de vivre avec mon revenu actuel;Oui;Non;Non;Oui;1;3;Non;Une moins bonne solution;Une meilleure solution;Une meilleure solution;Une meilleure solution;Très important;Très important;Très important;Très important;Pas du tout important;Pas du tout important;Très important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Pas du tout intéressé.e;Fortement intéressé.e;20 000 km
4/6/2022 18:12:59;Homme;74;Namur;A la campagne;5640;Plus de 20 000;Entre 15 000 et 20 000;sont restés stables;Pilote de ligne ;Retraité;Non;Il est difficile de vivre avec mon revenu actuel;Non;Non;Non;Oui;4;5;Non;Une solution égale;Une solution égale;Une moins bonne solution;Une moins bonne solution;Pas du tout important;Peu important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Pas du tout important;Pas du tout important;Moyennement important;Un peu intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;20 000 km
4/14/2022 21:58:18;Femme;32;Région de Bruxelles-Capitale;En centre ville;1040;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Etudiant;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;3;3;Non;Une moins bonne solution;Une meilleure solution;Une meilleure solution;Une meilleure solution;Fort important;Fort important;Très important;Très important;Très important;Fort important;Moyennement important;Fort important;Très important;Très important;Très important;Moyennement important;Fortement intéressé.e;Un peu intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;10 000 km
