sex,age,Province,livingPlace,zipCode,kmYear_beforeCovid,kmYear_afterCovid,BeforeAfterCovid,studyYear,Profession,environment_Know,revenu,had_Inondation,had_Fire,had_Pollution,H2_Know,know_Evaluation,h2_VS_envi,carH2_idea,conventional_car,hybrides_car,electric_car,gaz_car,subject_know,law_elaboration,h2_purchasePrice,h2_price,otherfuel_price,h2_security,h2_station,h2_automony,dimImportation,gazReduction,atmos_reduction_urban,Belgium_company,everything_equal,subside,diesel_no_in_town,essence_no_in_town,km_limitation
Femme,25,Liège,En centre ville,4000,Entre 15 000 et 20 000,Moins de 10 000,Ont diminué,Master,Employé,Non,Je me débrouille avec mon revenu actuel,Non,Non,Oui,Oui,2,4,Non,Une meilleure solution,Une meilleure solution,Une solution égale,Une moins bonne solution,Très important,Fort important,Très important,Très important,Très important,Fort important,Très important,Très important,Très important,Très important,Très important,Très important,Un peu intéressé.e,Un peu intéressé.e,Fortement intéressé.e,Fortement intéressé.e,20 000 km
Homme,21,Namur,A la campagne,5351,Entre 10 000 et 15 000,Entre 10 000 et 15 000,sont restés stables,Secondaire,Etudiant,Non,Je vis confortablement avec mon revenu actuel,Oui,Non,Non,Oui,2,3,Non,Une moins bonne solution,Une solution égale,Une solution égale,Une solution égale,Fort important,Fort important,Moyennement important,Fort important,Fort important,Fort important,Fort important,Fort important,Très important,Très important,Très important,Moyennement important,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,Pas du tout intéressé.e,10 000 km
Femme,21,Liège,A la campagne,4990,Moins de 10 000,Moins de 10 000,sont restés stables,Master,Etudiant,Non,Je me débrouille avec mon revenu actuel,Non,Non,Non,Oui,1,3,Non,Une solution égale,Une solution égale,Une moins bonne solution,Une moins bonne solution,Très important,Peu important,Fort important,Fort important,Fort important,Très important,Très important,Très important,Fort important,Très important,Très important,Moyennement important,Fortement intéressé.e,Moyennement intéressé.e,Un peu intéressé.e,Un peu intéressé.e,10 000 km
Homme,26,Région de Bruxelles-Capitale,En centre ville,1210,Moins de 10 000,Moins de 10 000,sont restés stables,Master,Employé,Oui,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,3,3,Non,Une moins bonne solution,Une meilleure solution,Une meilleure solution,Une meilleure solution,Fort important,Moyennement important,Moyennement important,Moyennement important,Moyennement important,Fort important,Fort important,Fort important,Fort important,Très important,Fort important,Peu important,Moyennement intéressé.e,Moyennement intéressé.e,Moyennement intéressé.e,Moyennement intéressé.e,5 000 km
Homme,23,Brabant Wallon,A la campagne,1370,Moins de 10 000,Moins de 10 000,Ont diminué,Bachelier,Etudiant,Oui,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,2,5,Non,Une moins bonne solution,Une solution égale,Une solution égale,Une solution égale,Fort important,Pas du tout important,Fort important,Fort important,Peu important,Fort important,Très important,Moyennement important,Très important,Très important,Très important,Fort important,Moyennement intéressé.e,Fortement intéressé.e,Peu intéressé.e,Peu intéressé.e,1 000 km
Homme,48,Hainaut,En périphérie,7022,Plus de 20 000,Plus de 20 000,sont restés stables,Master,Employé,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,4,5,Non,Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Une solution égale,Fort important,Pas du tout important,Très important,Fort important,Fort important,Très important,Très important,Très important,Fort important,Moyennement important,Moyennement important,Pas du tout important,Fortement intéressé.e,Peu intéressé.e,Fortement intéressé.e,Peu intéressé.e,10 000 km
Femme,24,Liège,En centre ville,4000,Moins de 10 000,Moins de 10 000,sont restés stables,Master,Employé,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,1,4,Non,Une moins bonne solution,Une meilleure solution,Une moins bonne solution,Une solution égale,Très important,Peu important,Fort important,Fort important,Fort important,Très important,Fort important,Fort important,Moyennement important,Très important,Très important,Très important,Un peu intéressé.e,Un peu intéressé.e,Fortement intéressé.e,Fortement intéressé.e,10 000 km
Homme,59,Liège,A la campagne,4550,Entre 10 000 et 15 000,Entre 10 000 et 15 000,sont restés stables,Secondaire,Employé,Non,Je me débrouille avec mon revenu actuel,Non,Non,Non,Oui,4,5,"Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19)",Une moins bonne solution,Une solution égale,Une solution égale,Une solution égale,Très important,Très important,Fort important,Moyennement important,Très important,Moyennement important,Très important,Moyennement important,Très important,Très important,Très important,Très important,Fortement intéressé.e,Un peu intéressé.e,Fortement intéressé.e,Un peu intéressé.e,5 000 km
Homme,43,Région de Bruxelles-Capitale,En centre ville,1000,Plus de 20 000,Plus de 20 000,sont restés stables,Master,Employé,Oui,Je vis très confortablement avec mon revenu actuel,Non,Non,Non,Oui,5,1,Non,Une moins bonne solution,Une moins bonne solution,Une meilleure solution,Une moins bonne solution,Fort important,Pas du tout important,Fort important,Fort important,Très important,Fort important,Très important,Fort important,Peu important,Fort important,Fort important,Fort important,Pas du tout intéressé.e,Pas du tout intéressé.e,Pas du tout intéressé.e,Pas du tout intéressé.e,1 000 km
Homme,25,Brabant Wallon,En périphérie,1420,Moins de 10 000,Moins de 10 000,sont restés stables,Master,Employé,Oui,Je me débrouille avec mon revenu actuel,Oui,Non,Non,Oui,4,3,Non,Une solution égale,Une meilleure solution,Une solution égale,Une moins bonne solution,Fort important,Fort important,Moyennement important,Très important,Fort important,Très important,Très important,Très important,Fort important,Très important,Fort important,Très important,Moyennement intéressé.e,Un peu intéressé.e,Moyennement intéressé.e,Moyennement intéressé.e,10 000 km
Femme,57,Liège,A la campagne,4550,Moins de 10 000,Moins de 10 000,sont restés stables,Master,Retraité,Non,Je me débrouille avec mon revenu actuel,Non,Non,Non,Non,1,4,Non,Une moins bonne solution,Une solution égale,Une solution égale,Une solution égale,Très important,Peu important,Très important,Très important,Très important,Très important,Très important,Très important,Fort important,Très important,Très important,Très important,Fortement intéressé.e,Fortement intéressé.e,Moyennement intéressé.e,Fortement intéressé.e,20 000 km
Homme,31,Région de Bruxelles-Capitale,En centre ville,1050,Moins de 10 000,Moins de 10 000,sont restés stables,Doctorat,Employé,Oui,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,5,3,Non,Une solution égale,Une moins bonne solution,Une meilleure solution,Une solution égale,Pas du tout important,Pas du tout important,Pas du tout important,Pas du tout important,Pas du tout important,Pas du tout important,Pas du tout important,Pas du tout important,Pas du tout important,Pas du tout important,Pas du tout important,Pas du tout important,Pas du tout intéressé.e,Pas du tout intéressé.e,Pas du tout intéressé.e,Pas du tout intéressé.e,1 000 km
Homme,23,Namur,A la campagne,5031,Moins de 10 000,Moins de 10 000,sont restés stables,Master,Etudiant,Non,Je vis très confortablement avec mon revenu actuel,Non,Non,Non,Oui,5,4,Non,Une moins bonne solution,Une solution égale,Une moins bonne solution,Une moins bonne solution,Fort important,Peu important,Très important,Très important,Fort important,Très important,Fort important,Très important,Fort important,Fort important,Fort important,Fort important,Fortement intéressé.e,Fortement intéressé.e,Un peu intéressé.e,Un peu intéressé.e,10 000 km
Homme,24,Luxembourg,A la campagne,6700,Entre 15 000 et 20 000,Entre 15 000 et 20 000,Ont diminué,Master,Etudiant,Oui,Je vis confortablement avec mon revenu actuel,Non,Oui,Non,Oui,4,4,"Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19)",Une moins bonne solution,Une solution égale,Une solution égale,Une moins bonne solution,Très important,Fort important,Fort important,Fort important,Moyennement important,Très important,Très important,Très important,Fort important,Fort important,Fort important,Fort important,Fortement intéressé.e,Fortement intéressé.e,Un peu intéressé.e,Un peu intéressé.e,10 000 km
Homme,26,Hainaut,A la campagne,5630,Entre 15 000 et 20 000,Entre 15 000 et 20 000,sont restés stables,Master,Indépendant,Non,Je me débrouille avec mon revenu actuel,Non,Non,Non,Oui,4,5,Non,Une solution égale,Une meilleure solution,Une solution égale,Une meilleure solution,Peu important,Peu important,Peu important,Peu important,Peu important,Peu important,Peu important,Peu important,Peu important,Fort important,Peu important,Moyennement important,Moyennement intéressé.e,Un peu intéressé.e,Un peu intéressé.e,Un peu intéressé.e,20 000 km
Homme,25,Région de Bruxelles-Capitale,En centre ville,1000,Moins de 10 000,Moins de 10 000,Ont diminué,Master,Employé,Non,Je me débrouille avec mon revenu actuel,Non,Non,Non,Oui,4,4,Non,Une moins bonne solution,Une moins bonne solution,Une solution égale,Une solution égale,Fort important,Peu important,Fort important,Fort important,Peu important,Très important,Très important,Fort important,Très important,Fort important,Très important,Très important,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,5 000 km
Femme,22,Liège,En périphérie,4500,Entre 15 000 et 20 000,Entre 15 000 et 20 000,sont restés stables,Master,Employé,Oui,Je vis très confortablement avec mon revenu actuel,Non,Non,Non,Oui,3,4,Non,Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Fort important,Peu important,Fort important,Fort important,Fort important,Fort important,Fort important,Moyennement important,Fort important,Fort important,Fort important,Fort important,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,10 000 km
Femme,31,Liège,A la campagne,4831,Entre 10 000 et 15 000,Moins de 10 000,sont restés stables,Doctorat,Employé,Non,Je vis très confortablement avec mon revenu actuel,Non,Non,Non,Oui,2,4,Non,Une moins bonne solution,Une solution égale,Une moins bonne solution,Une meilleure solution,Très important,Peu important,Fort important,Fort important,Peu important,Moyennement important,Très important,Très important,Fort important,Fort important,Très important,Moyennement important,Fortement intéressé.e,Fortement intéressé.e,Un peu intéressé.e,Moyennement intéressé.e,2 500 km
Homme,26,Brabant Wallon,En périphérie,1330,Entre 10 000 et 15 000,Entre 10 000 et 15 000,sont restés stables,Master,Etudiant,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,5,2,Non,Une meilleure solution,Une solution égale,Une solution égale,Une meilleure solution,Peu important,Peu important,Fort important,Fort important,Moyennement important,Très important,Très important,Très important,Fort important,Très important,Très important,Fort important,Pas du tout intéressé.e,Pas du tout intéressé.e,Peu intéressé.e,Peu intéressé.e,10 000 km
Femme,51,Brabant Wallon,A la campagne,1300,Entre 10 000 et 15 000,Moins de 10 000,Ont diminué,Master,Employé,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,4,4,Non,Une moins bonne solution,Une moins bonne solution,Une solution égale,Une moins bonne solution,Fort important,Peu important,Très important,Très important,Fort important,Très important,Très important,Moyennement important,Fort important,Très important,Fort important,Fort important,Fortement intéressé.e,Un peu intéressé.e,Moyennement intéressé.e,Moyennement intéressé.e,5 000 km
Femme,22,Luxembourg,A la campagne,6769,Moins de 10 000,Moins de 10 000,sont restés stables,Master,Etudiant,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,4,2,Non,Une moins bonne solution,Une solution égale,Une solution égale,Une solution égale,Fort important,Pas du tout important,Moyennement important,Très important,Très important,Moyennement important,Fort important,Fort important,Fort important,Très important,Très important,Peu important,Un peu intéressé.e,Moyennement intéressé.e,Un peu intéressé.e,Peu intéressé.e,10 000 km
Homme,57,Luxembourg,A la campagne,6769,Plus de 20 000,Plus de 20 000,sont restés stables,Master,Indépendant,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,4,4,"Oui, je le voulais avant la Covid-19 et je le désire encore plus",Une moins bonne solution,Une moins bonne solution,Une solution égale,Une moins bonne solution,Fort important,Fort important,Fort important,Fort important,Pas du tout important,Fort important,Très important,Moyennement important,Très important,Très important,Très important,Très important,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,1 000 km
Femme,36,Namur,En centre ville,1340,Moins de 10 000,Moins de 10 000,sont restés stables,Master,Etudiant,Oui,Je vis confortablement avec mon revenu actuel,Non,Non,Oui,Oui,3,2,Non,Une moins bonne solution,Une solution égale,Une solution égale,Une solution égale,Très important,Très important,Fort important,Fort important,Fort important,Fort important,Fort important,Fort important,Moyennement important,Très important,Très important,Fort important,Peu intéressé.e,Peu intéressé.e,Moyennement intéressé.e,Moyennement intéressé.e,1 000 km
